School Code,District Code,Region,Grade 2012,Ach 2012,Grth 2012,Grade 2011,Ach 2011,Grth 2011,Grade 2010,Ach 2010,Grth 2010,FRL 2012,FRL 2011,FRL 2010,Asian 2012,Black 2012,hisp 2012,White 2012,Asian 2011,Black 2011,hisp 2011,White 2011,Asian 2010,Black 2010,hisp 2010,White 2010
520,880,Metro,6,3,7,5,1,7,6,1,8,93.87%,97.9%,97.9%,0.008179959,0.010224949,0.932515337,0.040899796,0.013043478,0.006521739,0.936956522,0.034782609,0.013043478,0.006521739,0.936956522,0.034782609
2570,950,Pikes Peak,5,9,3,3,7,1,6,9,6,24.18%,28.4%,28.4%,0.009708738,0,0.097087379,0.873786408,0.016806723,0,0.058823529,0.890756303,0.016806723,0,0.058823529,0.890756303
2572,920,Metro,4,7,1,6,8,5,7,9,6,11.52%,11.2%,11.2%,0.011520737,0,0.082949309,0.873271889,0,0.00931677,0.074534161,0.906832298,0,0.00931677,0.074534161,0.906832298
429,1180,Northwest,8,10,3,6,10,3,9,9,5,14.81%,12.6%,12.6%,0.02962963,0,0.162962963,0.8,0.02962963,0,0.133333333,0.837037037,0.02962963,0,0.133333333,0.837037037
2576,20,Metro,5,5,6,6,5,6,6,6,6,36.34%,34.6%,34.6%,0.039915966,0.021008403,0.317226891,0.600840336,0.011787819,0.015717092,0.320235756,0.648330059,0.011787819,0.015717092,0.320235756,0.648330059
8280,1420,Metro,9,8,9,9,9,8,9,9,9,26.56%,24.3%,24.3%,0.045454545,0.004702194,0.156739812,0.739811912,0.047690015,0.004470939,0.166915052,0.734724292,0.047690015,0.004470939,0.166915052,0.734724292
2578,20,Metro,9,6,9,9,6,9,7,6,9,34.80%,30.7%,30.7%,0.048,0.02,0.294,0.624,0.022900763,0.019083969,0.267175573,0.687022901,0.022900763,0.019083969,0.267175573,0.687022901
2580,20,Metro,7,8,6,7,9,7,9,9,6,18.56%,17.6%,17.6%,0.064039409,0.02955665,0.151067323,0.724137931,0.020710059,0.00147929,0.176035503,0.778106509,0.020710059,0.00147929,0.176035503,0.778106509
4526,3090,North Central,9,7,7,11,9,9,8,8,7,44.94%,42.0%,42.0%,0,0,0.208754209,0.774410774,0.005555556,0.005555556,0.25,0.713888889,0.005555556,0.005555556,0.25,0.713888889
2582,20,Metro,5,3,6,4,4,5,3,3,3,79.22%,74.1%,74.1%,0.03909465,0.022633745,0.602880658,0.300411523,0.024291498,0.004048583,0.574898785,0.376518219,0.024291498,0.004048583,0.574898785,0.376518219
2584,20,Metro,5,6,5,6,6,6,7,6,7,43.47%,40.0%,40.0%,0.04954955,0.02027027,0.344594595,0.56981982,0.018306636,0.009153318,0.302059497,0.656750572,0.018306636,0.009153318,0.302059497,0.656750572
6682,1080,Pikes Peak,6,9,6,8,9,7,7,9,9,33.96%,28.8%,28.8%,0.032171582,0.002680965,0.168900804,0.737265416,0.023872679,0,0.175066313,0.724137931,0.023872679,0,0.175066313,0.724137931
540,880,Metro,5,1,6,3,1,6,6,1,9,94.71%,95.5%,95.5%,0.013513514,0.40990991,0.504504505,0.063063063,0.009661836,0.439613527,0.512077295,0.028985507,0.009661836,0.439613527,0.512077295,0.028985507
2589,480,Metro,12,12,12,11,12,9,12,12,9,6.07%,7.4%,7.4%,0.137860082,0.00617284,0.072016461,0.725308642,0.129685917,0.007092199,0.081053698,0.729483283,0.129685917,0.007092199,0.081053698,0.729483283
8406,70,Metro,10,6,12,6,5,6,6,5,7,83.24%,79.3%,79.3%,0.05,0.017647059,0.685294118,0.232352941,0.040229885,0.011494253,0.67816092,0.261494253,0.040229885,0.011494253,0.67816092,0.261494253
3846,2630,Northeast,6,7,6,5,7,2,6,7,3,43.46%,41.0%,41.0%,0.004329004,0,0.069264069,0.917748918,0.004366812,0.004366812,0.07860262,0.899563319,0.004366812,0.004366812,0.07860262,0.899563319
4646,180,Metro,3,1,5,3,3,6,5,3,7,82.78%,87.9%,87.9%,0.031481481,0.116666667,0.766666667,0.05,0.019891501,0.090415913,0.811934901,0.050632911,0.019891501,0.090415913,0.811934901,0.050632911
555,1110,Pikes Peak,9,10,7,7,8,6,6,7,5,10.78%,0.1%,0.1%,0.059299191,0.070080863,0.136118598,0.702156334,0.06741573,0.082865169,0.132022472,0.700842697,0.06741573,0.082865169,0.132022472,0.700842697
6700,870,West Central,12,10,12,12,12,12,10,9,11,45.87%,44.3%,44.3%,0,0.016194332,0.125506073,0.842105263,0,0.013043478,0.143478261,0.839130435,0,0.013043478,0.143478261,0.839130435
4724,930,Pikes Peak,7,6,6,7,6,9,6,6,6,40.74%,43.2%,43.2%,0.016759777,0.005586592,0.106145251,0.849162011,0.005714286,0.005714286,0.091428571,0.874285714,0.005714286,0.005714286,0.091428571,0.874285714
2616,1420,Metro,13,12,13,12,11,11,10,10,10,19.67%,17.8%,17.8%,0.033333333,0,0.06,0.87,0.031152648,0,0.062305296,0.862928349,0.031152648,0,0.062305296,0.862928349
2618,180,Metro,5,2,7,3,1,6,6,2,8,94.13%,94.6%,94.6%,0.048239896,0.132985658,0.717079531,0.070404172,0.056818182,0.144886364,0.700284091,0.066761364,0.056818182,0.144886364,0.700284091,0.066761364
8970,880,Metro,12,9,12,12,9,12,12,9,12,30.35%,27.9%,27.9%,0.063529412,0.049411765,0.167058824,0.642352941,0.073705179,0.039840637,0.1812749,0.631474104,0.073705179,0.039840637,0.1812749,0.631474104
19,1040,Pikes Peak,12,12,11,12,12,9,12,12,9,8.32%,7.8%,7.8%,0.10989011,0.04532967,0.103021978,0.690934066,0.095945946,0.05,0.114864865,0.675675676,0.095945946,0.05,0.114864865,0.675675676
6728,180,Metro,3,1,5,4,1,6,3,1,6,96.35%,95.0%,95.0%,0.002283105,0.075342466,0.867579909,0.01369863,0.002369668,0.075829384,0.883886256,0.018957346,0.002369668,0.075829384,0.883886256,0.018957346
2638,1050,Pikes Peak,6,6,6,2,6,3,5,6,5,67.25%,67.9%,67.9%,0.009416196,0.028248588,0.265536723,0.653483992,0.005660377,0.016981132,0.269811321,0.664150943,0.005660377,0.016981132,0.269811321,0.664150943
594,1010,Pikes Peak,1,6,1,6,7,3,7,9,6,58.29%,54.8%,54.8%,0.008368201,0.079497908,0.29707113,0.548117155,0.012552301,0.033472803,0.284518828,0.585774059,0.012552301,0.033472803,0.284518828,0.585774059
7268,2720,Northwest,9,6,7,9,6,7,7,6,7,29.44%,34.0%,34.0%,0,0.003174603,0.111111111,0.866666667,0,0.003846154,0.119230769,0.861538462,0,0.003846154,0.119230769,0.861538462
2652,880,Metro,6,5,7,5,5,6,6,3,10,90.47%,91.4%,91.4%,0.053311793,0.126009693,0.531502423,0.252019386,0.057921635,0.109028961,0.570698467,0.238500852,0.057921635,0.109028961,0.570698467,0.238500852
8798,70,Metro,4,1,5,4,1,6,5,3,6,84.26%,82.4%,82.4%,0.092009685,0.004842615,0.704600484,0.171912833,0.095121951,0.014634146,0.697560976,0.163414634,0.095121951,0.014634146,0.697560976,0.163414634
6752,1140,Pikes Peak,7,9,6,7,7,6,9,8,6,30.83%,27.8%,27.8%,0.020833333,0,0.104166667,0.8375,0.012658228,0,0.075949367,0.88185654,0.012658228,0,0.075949367,0.88185654
6754,880,Metro,10,7,11,8,6,9,9,6,11,30.32%,35.8%,35.8%,0.021400778,0.153696498,0.153696498,0.570038911,0.019569472,0.160469667,0.199608611,0.52446184,0.019569472,0.160469667,0.199608611,0.52446184
612,1550,North Central,6,6,6,6,6,7,9,7,12,57.96%,54.2%,54.2%,0.01836394,0.016694491,0.223706177,0.714524207,0.033613445,0.028571429,0.242016807,0.67394958,0.033613445,0.028571429,0.242016807,0.67394958
5222,1420,Metro,6,6,6,6,6,6,6,6,6,55.15%,46.9%,46.9%,0.009803922,0.012254902,0.303921569,0.629901961,0.015037594,0.01754386,0.295739348,0.62406015,0.015037594,0.01754386,0.295739348,0.62406015
6758,180,Metro,4,1,7,5,2,6,2,2,5,88.36%,89.7%,89.7%,0.03968254,0.169312169,0.645502646,0.08994709,0.043360434,0.173441734,0.655826558,0.086720867,0.043360434,0.173441734,0.655826558,0.086720867
7612,560,Southwest,7,7,5,6,7,6,6,7,6,69.68%,69.7%,69.7%,0,0,0.273584906,0.716981132,0,0,0.276699029,0.708737864,0,0,0.276699029,0.708737864
4044,1600,Southeast,5,7,3,5,9,3,6,9,6,46.11%,41.6%,41.6%,0.011299435,0,0.429378531,0.548022599,0.012121212,0,0.442424242,0.521212121,0.012121212,0,0.442424242,0.521212121
8813,1040,Pikes Peak,8,9,7,7,9,6,10,10,9,9.07%,9.7%,9.7%,0.065491184,0.037783375,0.103274559,0.707808564,0.060209424,0.034031414,0.094240838,0.719895288,0.060209424,0.034031414,0.094240838,0.719895288
6770,2690,Pikes Peak,6,5,7,1,5,1,3,6,5,93.42%,91.8%,91.8%,0.002364066,0.014184397,0.827423168,0.144208038,0,0.013186813,0.843956044,0.123076923,0,0.013186813,0.843956044,0.123076923
8820,40,Metro,7,6,9,6,6,5,5,6,5,28.29%,24.2%,24.2%,0.02685422,0.02173913,0.350383632,0.55370844,0.031609195,0.031609195,0.33908046,0.558908046,0.031609195,0.031609195,0.33908046,0.558908046
6774,3120,North Central,1,3,3,3,5,5,5,5,7,95.22%,97.3%,97.3%,0.003294893,0.009884679,0.950576606,0.034596376,0,0.003584229,0.971326165,0.017921147,0,0.003584229,0.971326165,0.017921147
632,1530,Southwest,6,7,6,7,7,6,9,8,8,37.90%,34.6%,34.6%,0.006163328,0.003081664,0.132511556,0.818181818,0.003030303,0.003030303,0.145454545,0.821212121,0.003030303,0.003030303,0.145454545,0.821212121
4732,880,Metro,8,3,13,7,4,10,7,4,9,97.86%,95.9%,95.9%,0.013404826,0.00536193,0.975871314,0,0.010840108,0.002710027,0.972899729,0,0.010840108,0.002710027,0.972899729,0
8834,1420,Metro,7,5,10,6,5,7,5,5,5,67.15%,61.4%,61.4%,0.026378897,0.026378897,0.398081535,0.496402878,0.028103044,0.023419204,0.428571429,0.473067916,0.028103044,0.023419204,0.428571429,0.473067916
9665,3100,North Central,6,9,1,6,11,1,5,12,1,15.19%,17.1%,17.1%,0.036281179,0.004535147,0.095238095,0.836734694,0.031042129,0.00443459,0.077605322,0.849223947,0.031042129,0.00443459,0.077605322,0.849223947
8842,20,Metro,2,1,3,1,1,5,1,2,3,87.10%,86.3%,86.3%,0.050691244,0.023041475,0.656682028,0.253456221,0.031390135,0.006726457,0.69058296,0.253363229,0.031390135,0.006726457,0.69058296,0.253363229
651,900,Metro,12,12,12,11,12,10,13,12,12,5.75%,6.8%,6.8%,0.037766831,0.001642036,0.098522167,0.829228243,0.030546624,0.004823151,0.091639871,0.848874598,0.030546624,0.004823151,0.091639871,0.848874598
652,480,Metro,13,13,12,13,13,13,13,13,12,2.65%,3.5%,3.5%,0.103174603,0.005291005,0.074074074,0.716931217,0.081743869,0.002724796,0.059945504,0.762942779,0.081743869,0.002724796,0.059945504,0.762942779
2702,480,Metro,6,5,9,5,5,5,6,5,6,55.59%,49.4%,49.4%,0.076487252,0.002832861,0.481586402,0.390934844,0.050704225,0.002816901,0.476056338,0.430985915,0.050704225,0.002816901,0.476056338,0.430985915
5229,140,Metro,10,12,7,10,13,9,12,13,11,4.52%,4.3%,4.3%,0.148387097,0.008602151,0.064516129,0.729032258,0.11827957,0.002150538,0.062365591,0.767741935,0.11827957,0.002150538,0.062365591,0.767741935
8850,130,Metro,7,7,7,7,8,6,6,7,5,19.36%,21.9%,21.9%,0.061561562,0.06006006,0.154654655,0.663663664,0.064327485,0.065789474,0.152046784,0.662280702,0.064327485,0.065789474,0.152046784,0.662280702
660,1420,Metro,6,7,6,6,7,3,9,9,5,39.91%,37.4%,37.4%,0.075536481,0.010300429,0.309871245,0.55193133,0.085333333,0.009777778,0.288888889,0.564444444,0.085333333,0.009777778,0.288888889,0.564444444
8853,900,Metro,12,12,9,12,12,12,13,12,12,2.09%,3.5%,3.5%,0.038523274,0.017656501,0.075441413,0.839486356,0.028475712,0.016750419,0.085427136,0.83919598,0.028475712,0.016750419,0.085427136,0.83919598
6806,1420,Metro,6,6,6,6,6,6,6,6,6,63.60%,58.9%,58.9%,0.020997375,0.010498688,0.377952756,0.556430446,0.007575758,0.015151515,0.373737374,0.578282828,0.007575758,0.015151515,0.373737374,0.578282828
6808,1420,Metro,6,6,7,7,6,9,6,6,8,53.76%,49.8%,49.8%,0.061093248,0.009646302,0.384244373,0.491961415,0.058637084,0.00792393,0.377179081,0.516640254,0.058637084,0.00792393,0.377179081,0.516640254
6596,2580,West Central,11,9,12,9,9,9,9,9,10,38.46%,37.1%,37.1%,0.027777778,0,0.12037037,0.833333333,0.035087719,0,0.157894737,0.789473684,0.035087719,0,0.157894737,0.789473684
8858,180,Metro,6,5,8,8,5,10,10,6,12,79.29%,81.5%,81.5%,0.02,0.218571429,0.582857143,0.128571429,0.027027027,0.251778094,0.564722617,0.12802276,0.027027027,0.251778094,0.564722617,0.12802276
363,2000,West Central,9,9,9,9,9,7,6,6,4,61.86%,70.4%,70.4%,0.006289308,0.002096436,0.268343816,0.675052411,0.004366812,0.002183406,0.301310044,0.633187773,0.004366812,0.002183406,0.301310044,0.633187773
4182,870,West Central,6,7,6,7,8,6,9,6,8,53.79%,50.8%,50.8%,0,0.005221932,0.114882507,0.845953003,0.005076142,0.005076142,0.096446701,0.862944162,0.005076142,0.005076142,0.096446701,0.862944162
6814,140,Metro,10,9,9,8,9,8,10,9,9,22.90%,22.1%,22.1%,0.022900763,0.015267176,0.111959288,0.79389313,0.033653846,0.007211538,0.129807692,0.788461538,0.033653846,0.007211538,0.129807692,0.788461538
6816,480,Metro,12,12,9,9,11,9,9,11,7,7.40%,8.2%,8.2%,0.102351314,0.007607192,0.089903181,0.751728907,0.097645429,0.008310249,0.092797784,0.756925208,0.097645429,0.008310249,0.092797784,0.756925208
9706,1110,Pikes Peak,6,9,5,7,9,6,7,9,6,17.91%,14.7%,14.7%,0.018207283,0.026610644,0.128851541,0.763305322,0.023383769,0.030261348,0.13480055,0.77303989,0.023383769,0.030261348,0.13480055,0.77303989
6820,130,Metro,12,9,12,12,9,11,12,9,12,20.25%,20.2%,20.2%,0.039087948,0.078175896,0.127035831,0.682410423,0.035548686,0.086553323,0.13446677,0.663060278,0.035548686,0.086553323,0.13446677,0.663060278
2964,470,North Central,9,11,6,9,12,7,9,12,7,6.81%,5.7%,5.7%,0.07816092,0.016091954,0.059770115,0.824137931,0.068711656,0.01595092,0.055214724,0.845398773,0.068711656,0.01595092,0.055214724,0.845398773
678,1550,North Central,7,7,6,8,7,7,7,9,7,47.92%,47.3%,47.3%,0.031446541,0.009433962,0.185534591,0.710691824,0.03164557,0.018987342,0.180379747,0.708860759,0.03164557,0.018987342,0.180379747,0.708860759
6828,1420,Metro,8,7,9,12,9,10,9,9,9,55.09%,48.4%,48.4%,0.01305483,0.026109661,0.227154047,0.697127937,0.01754386,0.010025063,0.245614035,0.681704261,0.01754386,0.010025063,0.245614035,0.681704261
4782,880,Metro,9,5,9,9,6,10,9,5,12,90.31%,87.6%,87.6%,0.002777778,0.686111111,0.236111111,0.036111111,0.002777778,0.655555556,0.236111111,0.033333333,0.002777778,0.655555556,0.236111111,0.033333333
6834,1870,Northeast,6,9,6,8,9,6,9,10,7,42.17%,54.7%,54.7%,0,0,0.032608696,0.956521739,0,0,0.02,0.96,0,0,0.02,0.96
8887,130,Metro,6,8,5,7,9,6,7,8,6,25.30%,23.4%,23.4%,0.051359517,0.084592145,0.105740181,0.696374622,0.046548957,0.08988764,0.11717496,0.682182986,0.046548957,0.08988764,0.11717496,0.682182986
4792,480,Metro,9,9,9,9,9,8,10,9,10,19.15%,20.2%,20.2%,0.053941909,0.002074689,0.122406639,0.778008299,0.037623762,0.003960396,0.142574257,0.772277228,0.037623762,0.003960396,0.142574257,0.772277228
5236,140,Metro,12,13,10,12,12,10,12,12,11,6.27%,6.6%,6.6%,0.032154341,0.006430868,0.072347267,0.832797428,0.030595813,0.004830918,0.088566828,0.821256039,0.030595813,0.004830918,0.088566828,0.821256039
4795,880,Metro,5,4,6,6,5,7,2,5,3,81.00%,77.3%,77.3%,0.03298153,0.031662269,0.759894459,0.153034301,0.033690658,0.036753446,0.709035222,0.199081164,0.033690658,0.036753446,0.709035222,0.199081164
700,40,Metro,6,6,6,6,6,7,7,6,7,32.05%,34.7%,34.7%,0.014306152,0.031473534,0.406294707,0.512160229,0.013473054,0.023952096,0.408682635,0.52245509,0.013473054,0.023952096,0.408682635,0.52245509
458,180,Metro,6,6,6,6,6,6,9,6,8,41.70%,36.8%,36.8%,0.025096525,0.245173745,0.260617761,0.384169884,0.021868787,0.224652087,0.264413519,0.411530815,0.021868787,0.224652087,0.264413519,0.411530815
6848,1420,Metro,5,3,6,5,3,6,6,4,6,81.42%,81.0%,81.0%,0.003546099,0.017730496,0.485815603,0.453900709,0.003759398,0.022556391,0.466165414,0.462406015,0.003759398,0.022556391,0.466165414,0.462406015
8897,900,Metro,8,10,7,9,10,6,8,10,6,8.35%,6.6%,6.6%,0.030360531,0.001897533,0.130929791,0.800759013,0.029654036,0.003294893,0.088962109,0.851729819,0.029654036,0.003294893,0.088962109,0.851729819
4802,1420,Metro,6,5,6,5,5,5,6,5,6,76.65%,80.6%,80.6%,0.008810573,0.022026432,0.422907489,0.511013216,0.007905138,0.019762846,0.438735178,0.47826087,0.007905138,0.019762846,0.438735178,0.47826087
8902,1010,Pikes Peak,6,8,3,6,9,3,5,10,3,30.69%,31.8%,31.8%,0.021164021,0.015873016,0.182539683,0.724867725,0.031784841,0.046454768,0.17603912,0.677261614,0.031784841,0.046454768,0.17603912,0.677261614
8993,3000,Northwest,7,9,6,12,11,12,9,12,7,23.62%,22.3%,22.3%,0.003333333,0,0.226666667,0.733333333,0.010869565,0,0.224637681,0.739130435,0.010869565,0,0.224637681,0.739130435
6856,1010,Pikes Peak,3,6,2,5,6,1,3,6,3,61.80%,57.4%,57.4%,0.007371007,0.058968059,0.312039312,0.511056511,0.02293578,0.055045872,0.311926606,0.506880734,0.02293578,0.055045872,0.311926606,0.506880734
714,130,Metro,13,12,12,13,12,12,13,12,11,11.70%,11.2%,11.2%,0.21686747,0.04130809,0.082616179,0.614457831,0.218150087,0.033158813,0.095986038,0.595113438,0.218150087,0.033158813,0.095986038,0.595113438
8909,880,Metro,1,1,5,3,1,6,2,1,3,96.51%,96.3%,96.3%,0.005110733,0.071550256,0.834752981,0.04770017,0,0.050235479,0.858712716,0.053375196,0,0.050235479,0.858712716,0.053375196
3192,470,North Central,3,5,3,1,6,1,1,5,1,64.80%,62.4%,62.4%,0.010791367,0.005395683,0.575539568,0.401079137,0.007259528,0.005444646,0.520871143,0.453720508,0.007259528,0.005444646,0.520871143,0.453720508
724,1420,Metro,6,6,6,6,6,6,6,6,6,49.44%,47.5%,47.5%,0.050561798,0.019662921,0.348314607,0.525280899,0.038888889,0.022222222,0.352777778,0.530555556,0.038888889,0.022222222,0.352777778,0.530555556
6869,180,Metro,6,3,9,5,2,7,5,3,7,86.97%,83.8%,83.8%,0.020183486,0.108256881,0.755963303,0.078899083,0.020952381,0.106666667,0.779047619,0.074285714,0.020952381,0.106666667,0.779047619,0.074285714
8918,1560,North Central,6,5,6,6,6,6,6,6,6,72.60%,70.5%,70.5%,0.007117438,0.024911032,0.355871886,0.59430605,0.006622517,0.052980132,0.324503311,0.59602649,0.006622517,0.052980132,0.324503311,0.59602649
1828,2690,Pikes Peak,3,5,4,3,6,3,2,6,1,93.52%,92.5%,92.5%,0.002785515,0.022284123,0.796657382,0.150417827,0,0.016483516,0.777472527,0.173076923,0,0.016483516,0.777472527,0.173076923
8923,980,Pikes Peak,10,6,12,5,6,6,7,6,9,81.82%,88.2%,88.2%,0.022364217,0.204472843,0.399361022,0.287539936,0.025396825,0.174603175,0.422222222,0.250793651,0.025396825,0.174603175,0.422222222,0.250793651
4830,1420,Metro,10,12,9,12,12,10,8,9,7,13.97%,11.9%,11.9%,0.068965517,0.003629764,0.049001815,0.863883848,0.062176166,0.001727116,0.053540587,0.860103627,0.062176166,0.001727116,0.053540587,0.860103627
8927,470,North Central,11,9,12,11,10,11,12,9,10,25.40%,25.0%,25.0%,0.134471718,0.017075774,0.197438634,0.601921025,0.168316832,0.015558699,0.17397454,0.609618105,0.168316832,0.015558699,0.17397454,0.609618105
1488,2690,Pikes Peak,3,6,2,1,6,1,1,6,1,72.05%,59.7%,59.7%,0.002166847,0.014084507,0.839653304,0.123510293,0.008055236,0.019562716,0.714614499,0.246260069,0.008055236,0.019562716,0.714614499,0.246260069
738,2690,Pikes Peak,6,7,6,6,7,5,6,8,5,61.15%,59.5%,59.5%,0.01417004,0.016194332,0.623481781,0.325910931,0.017786561,0.005928854,0.62055336,0.337944664,0.017786561,0.005928854,0.62055336,0.337944664
4836,550,Southwest,9,9,8,7,9,6,8,9,6,65.66%,71.5%,71.5%,0,0,0.616161616,0.378787879,0,0,0.658878505,0.331775701,0,0,0.658878505,0.331775701
4838,910,Northwest,6,5,7,9,5,9,9,5,12,69.77%,62.3%,62.3%,0.009202454,0,0.745398773,0.23006135,0.009493671,0,0.724683544,0.25,0.009493671,0,0.724683544,0.25
4841,2520,Southeast,5,5,6,6,5,6,7,6,8,71.93%,78.6%,78.6%,0.002506266,0.005012531,0.654135338,0.313283208,0,0.002710027,0.642276423,0.33604336,0,0.002710027,0.642276423,0.33604336
8140,470,North Central,1,2,3,6,4,7,1,3,1,95.38%,96.2%,96.2%,0,0.002512563,0.894472362,0.090452261,0,0.007575758,0.866161616,0.108585859,0,0.007575758,0.866161616,0.108585859
2799,1420,Metro,7,7,6,9,9,8,9,6,6,17.65%,15.8%,15.8%,0.015686275,0.007843137,0.115686275,0.807843137,0.016632017,0.014553015,0.137214137,0.785862786,0.016632017,0.014553015,0.137214137,0.785862786
2800,1040,Pikes Peak,6,9,3,6,10,5,9,11,6,14.92%,11.6%,11.6%,0.013409962,0.026819923,0.14559387,0.745210728,0.02268431,0.024574669,0.134215501,0.776937618,0.02268431,0.024574669,0.134215501,0.776937618
808,1560,North Central,8,12,9,10,11,10,9,12,8,19.84%,19.0%,19.0%,0.002645503,0.005291005,0.103174603,0.85978836,0.016203704,0.002314815,0.097222222,0.849537037,0.016203704,0.002314815,0.097222222,0.849537037
754,3085,North Central,9,9,9,10,9,9,9,9,9,42.11%,35.1%,35.1%,0.008310249,0.005540166,0.1966759,0.775623269,0.014619883,0.011695906,0.222222222,0.736842105,0.014619883,0.011695906,0.222222222,0.736842105
3539,1080,Pikes Peak,8,9,7,9,10,9,7,9,6,13.35%,13.5%,13.5%,0.023776224,0.006993007,0.102097902,0.804195804,0.031531532,0.01951952,0.103603604,0.786786787,0.031531532,0.01951952,0.103603604,0.786786787
756,2690,Pikes Peak,1,6,1,2,6,1,3,6,1,73.67%,83.4%,83.4%,0.012931034,0.025862069,0.734913793,0.206896552,0.018390805,0.020689655,0.740229885,0.197701149,0.018390805,0.020689655,0.740229885,0.197701149
9342,1420,Metro,6,6,6,6,6,7,6,6,9,65.77%,57.3%,57.3%,0.046979866,0.013422819,0.308724832,0.577181208,0.043333333,0.013333333,0.29,0.573333333,0.043333333,0.013333333,0.29,0.573333333
4860,1400,Southeast,6,9,5,7,9,6,7,10,5,50.46%,52.7%,52.7%,0,0,0.275,0.725,0,0,0.300970874,0.67961165,0,0,0.300970874,0.67961165
4458,2180,West Central,4,6,5,3,6,4,5,6,5,63.95%,63.7%,63.7%,0.005434783,0,0.440217391,0.519927536,0.014234875,0.001779359,0.428825623,0.519572954,0.014234875,0.001779359,0.428825623,0.519572954
766,1550,North Central,11,11,10,9,10,9,12,12,12,26.36%,22.0%,22.0%,0.048117155,0.018828452,0.094142259,0.774058577,0.055555556,0.025641026,0.106837607,0.75,0.055555556,0.025641026,0.106837607,0.75
8960,2730,Southwest,4,6,3,3,6,1,1,6,1,73.89%,67.4%,67.4%,0,0,0.515923567,0.47133758,0,0,0.55801105,0.436464088,0,0,0.55801105,0.436464088
770,50,Northeast,5,6,3,6,6,6,3,6,3,41.22%,42.4%,42.4%,0,0.002659574,0.178191489,0.768617021,0.002439024,0.002439024,0.182926829,0.775609756,0.002439024,0.002439024,0.182926829,0.775609756
3201,1420,Metro,6,6,5,6,7,6,9,7,9,17.22%,10.0%,10.0%,0.014117647,0.016470588,0.103529412,0.785882353,0.034120735,0.015748031,0.107611549,0.784776903,0.034120735,0.015748031,0.107611549,0.784776903
4874,480,Metro,7,7,7,6,7,6,7,8,6,19.86%,20.8%,20.8%,0.037337662,0.012987013,0.173701299,0.722402597,0.0375,0.0140625,0.1765625,0.71875,0.0375,0.0140625,0.1765625,0.71875
779,1420,Metro,9,12,8,11,12,9,13,12,10,6.85%,7.3%,7.3%,0.026785714,0,0.056547619,0.892857143,0.016611296,0,0.059800664,0.893687708,0.016611296,0,0.059800664,0.893687708
6957,880,Metro,6,2,8,3,3,6,7,5,11,92.35%,96.1%,96.1%,0.002544529,0.061068702,0.913486005,0.017811705,0.002770083,0.055401662,0.905817175,0.019390582,0.002770083,0.055401662,0.905817175,0.019390582
8978,480,Metro,5,6,5,6,6,2,5,6,5,52.30%,48.6%,48.6%,0.0025,0.0075,0.6475,0.3125,0.002695418,0.008086253,0.676549865,0.293800539,0.002695418,0.008086253,0.676549865,0.293800539
9416,1340,Northwest,6,8,6,7,9,8,7,7,6,41.92%,46.3%,46.3%,0,0,0.232323232,0.727272727,0,0,0.268292683,0.687804878,0,0,0.268292683,0.687804878
6935,1110,Pikes Peak,4,6,3,5,6,1,3,6,2,14.39%,16.4%,16.4%,0.012626263,0.032828283,0.070707071,0.853535354,0.020887728,0.026109661,0.062663185,0.859007833,0.020887728,0.026109661,0.062663185,0.859007833
6936,980,Pikes Peak,6,6,6,6,5,6,5,5,6,89.36%,86.8%,86.8%,0.029345372,0.182844244,0.541760722,0.225733634,0.01814059,0.163265306,0.573696145,0.188208617,0.01814059,0.163265306,0.573696145,0.188208617
6938,900,Metro,12,12,9,12,12,9,12,13,11,3.19%,4.5%,4.5%,0.040268456,0.001677852,0.109060403,0.810402685,0.038525963,0.001675042,0.098827471,0.830820771,0.038525963,0.001675042,0.098827471,0.830820771
6940,900,Metro,7,8,6,7,9,7,9,9,7,22.44%,20.3%,20.3%,0.031023785,0.012409514,0.148914168,0.745604964,0.036659878,0.011201629,0.154786151,0.736252546,0.036659878,0.011201629,0.154786151,0.736252546
9008,1420,Metro,12,12,12,12,10,11,9,10,9,10.00%,9.2%,9.2%,0.023255814,0.004651163,0.104651163,0.820930233,0.023094688,0.004618938,0.106235566,0.829099307,0.023094688,0.004618938,0.106235566,0.829099307
2850,3120,North Central,3,6,2,5,6,5,6,6,6,24.28%,22.1%,22.1%,0.02094647,0.013964313,0.274631497,0.667183863,0.015088013,0.017602682,0.260687343,0.683151718,0.015088013,0.017602682,0.260687343,0.683151718
4356,3120,North Central,5,3,6,5,3,6,3,3,5,84.90%,85.7%,85.7%,0.008752735,0.026258206,0.722100656,0.2297593,0.010600707,0.010600707,0.724381625,0.238515901,0.010600707,0.010600707,0.724381625,0.238515901
4901,1510,Northwest,1,3,1,1,5,1,2,5,1,73.77%,73.6%,73.6%,0,0.00308642,0.706790123,0.234567901,0.003257329,0.003257329,0.716612378,0.260586319,0.003257329,0.003257329,0.716612378,0.260586319
2856,880,Metro,3,1,6,6,3,9,3,1,5,98.21%,95.7%,95.7%,0.002604167,0.013020833,0.885416667,0.083333333,0.004728132,0.014184397,0.884160757,0.082742317,0.004728132,0.014184397,0.884160757,0.082742317
